Char	Probability
喽	9.041380356288717e-05
微	0.0010791324941376856
停	0.00883430358038662
用	0.011085898946533359
强	0.0012949589929652228
假	9.041380356288717e-05
装	0.0001837441814342546
记	0.0004083204031872324
忆	0.0003966541059533115
格	0.00032957289685826613
式	9.33303778713674e-05
化	0.00014291214111553135
备	0.0014378711340807542
时	0.001776193753864461
间	0.00043165299765507426
长	0.0008924717383949508
了	0.0021728478598177724
看	0.0005453993956858033
到	0.0004841513352077184
一	0.005013591236277518
切	0.00026540826207170106
王	0.0037827968780988603
感	0.00032957289685826613
带	0.0002245762217529778
死	0.0009128877585543125
，	0.004091953754797765
结	0.00045790216643139633
账	0.0014670368771655565
芝	7.583093202048601e-05
代	0.001283292695731302
别	0.0006912281111098148
青	0.0009012214613203915
春	0.0008195573806829451
赌	0.00026249168776322084
情	0.0014670368771655565
国	0.002347842318326586
际	0.0010528833253613636
D	0.0008370568265338264
a	0.005771900556482378
l	0.0028174107819919037
妹	0.0009245540557882334
3	0.0065943745114738035
澳	0.00023915909329537898
门	0.0009537197988730357
小	0.01603240897371583
福	0.0018053594969492633
建	0.0008837220154695101
翔	0.0003966541059533115
生	0.003453223981240594
命	0.00034998891701762776
东	0.001752861159396619
风	0.005468576828400434
北	0.0017411948621626982
🍎	6.999778340352555e-05
2	0.010881738744939744
⃣	0.001965771083915676
️	0.003919875870597431
激	0.00015166186404097203
佛	0.00034415576840066733
南	0.00138537279652811
老	0.002228262771678897
黄	0.0017674440309390202
逍	0.00012541269526464995
遥	0.00014582871542401156
入	0.00025665853914626035
戏	0.000277074559305622
太	0.0008545562723847078
深	0.0004112369774957126
请	0.0008633059953101485
要	0.000831223677916866
付	0.0014787031743994773
阳	0.001423288262538353
斗	0.0005453993956858033
牛	0.0025111704796014793
犬	2.9165743084802314e-06
财	0.006617707105941645
猫	0.0009012214613203915
书	0.00015457843834945227
海	0.0030303207065109604
永	0.001499119194558839
达	0.0007816419146727021
陈	0.0027882450389071015
志	0.0009362203530221543
杰	0.0014291214111553133
重	0.0002974905794649836
庆	0.0002887408565395429
绿	0.0001837441814342546
茶	0.00031207345100738476
方	0.0010237175822765613
红	0.0022895108321569816
心	0.0035115554674101986
悦	0.00019541047866817552
酒	0.0004170701261126731
行	0.0011199645344564088
超	0.001020801007968081
静	0.0011199645344564088
0	0.006328966249402102
月	0.0013270413103585053
只	0.0008049745091405439
赔	0.0005512325443027637
（	0.0037827968780988603
已	0.001994936827000478
）	0.0036865499259190124
蔡	0.00043165299765507426
典	0.00012832926957313017
筱	9.916352648832787e-05
斌	0.0007466430229709392
腾	0.00045790216643139633
萧	0.0001108298237222488
🏆	4.66651889356837e-05
慕	7.583093202048601e-05
容	0.00014291214111553135
复	0.0002974905794649836
上	0.003692383074535973
分	0.003301562117199622
此	0.004170701261126731
加	0.0010674661969037648
5	0.004882345392395907
花	0.0021990970285940947
笑	0.0013707899249857088
男	0.0008633059953101485
裙	4.374861462720347e-05
新	0.0028757422681615083
富	0.0010878822170631262
翁	0.00016041158696641274
贵	0.0004724850379737975
普	9.041380356288717e-05
京	0.0004462358691974754
受	0.0001108298237222488
限	0.0008983048870119112
n	0.005115671337074326
g	0.0021524318396584107
x	0.0010791324941376856
i	0.005191502269094812
顺	0.0007670590431303008
宋	0.00018957733005121505
琴	0.00032957289685826613
张	0.0015662004036538842
消	9.624695217984764e-05
C	0.0014728700257825168
林	0.0032315643337960964
梨	8.166408063744648e-05
木	0.0008487231237677474
刘	0.0009595529474899962
润	0.00016916130989185342
发	0.002228262771678897
d	0.001434954559772274
眼	0.00027415798499714176
睛	4.374861462720347e-05
家	0.0018461915372679865
恭	0.00038790438302787076
喜	0.0010120512850426402
作	0.0012307943581786576
废	0.0017703606052475005
Z	0.0005745651387706055
五	0.0006591457937165323
金	0.004223199598679376
探	4.374861462720347e-05
傲	0.00017499445850881388
森	0.000592064584621487
姓	0.00013416241819009064
房	0.0005862314360045265
下	0.0028436599507682256
欧	0.0003733215114854696
暂	0.0029165743084802313
使	0.0027794953159816604
可	0.0014028722423789913
臣	2.9165743084802315e-05
止	0.0010237175822765613
进	0.0007787253403642218
？	0.00023040937036993827
找	0.00025665853914626035
回	0.0013328744589754659
晴	0.00038498780871939055
十	0.0007233104285030974
六	0.0004549855921229161
浦	4.9581763244163934e-05
赖	0.00013707899249857088
人	0.0052819160726576995
百	0.0008808054411610299
态	0.0001487452897324918
R	0.0005570656929197242
侠	0.00022749279606145805
勿	0.0009099711842458322
转	0.0018607744088103876
充	0.0004170701261126731
值	0.00034123919409218706
提	0.00020707677590209645
祝	4.9581763244163934e-05
赢	0.0008283071036083858
丰	0.0005308165241434021
省	2.9165743084802315e-05
纵	6.708120909504532e-05
H	0.001073299345520725
实	0.00034123919409218706
业	0.0006328966249402102
士	0.00034998891701762776
手	0.0011257976830733693
机	0.000516233652601001
店	0.0004491524435059556
帐	0.0003733215114854696
先	0.0010645496225952845
吴	0.0009537197988730357
景	0.00022749279606145805
有	0.0015982827210471668
三	0.001828692091417105
布	0.0003237397482413057
云	0.001927855617905433
村	0.00018957733005121505
李	0.001551617532111483
叶	0.0010266341565850414
🔥	0.0008283071036083858
投	0.0001020801007968081
名	0.001096631939988567
❤	0.00041998670042115333
(	0.0011549634261581716
利	0.0017295285649287773
)	0.001108298237222488
来	0.002064934610404004
呀	0.00019249390435969527
⚠	0.0002420756676038592
油	0.00020999335021057666
头	0.0016070324439726076
粉	0.00023624251898689874
面	0.0002595751134547406
轻	0.00019832705297665574
狂	0.00039373753164483126
战	0.0006562292194080521
胜	0.0008516396980762276
你	0.0024003406558792306
我	0.003351143880443786
旋	0.00019832705297665574
主	0.0008516396980762276
迎	0.00011374639803072903
韩	0.0002420756676038592
群	0.0008924717383949508
秒	0.00013707899249857088
货	0.00019541047866817552
专	0.0011403805546157705
土	0.00047540161228227775
仇	5.54149118611244e-05
务	0.0034298913867727523
子	0.004806514460375421
软	4.374861462720347e-05
件	5.54149118611244e-05
👊	6.999778340352555e-05
石	0.0007378933000454985
神	0.0027794953159816604
兽	0.00019541047866817552
勾	3.4998891701762775e-05
钢	8.166408063744648e-05
炮	0.00014291214111553135
闪	9.624695217984764e-05
电	0.0002449922419123394
伙	0.00011666297233920926
玉	0.000717477279886137
白	0.0015312015119521216
控	4.9581763244163934e-05
自	0.0009128877585543125
己	0.0002974905794649836
裱	2.9165743084802314e-06
朝	0.00040248725457027196
勒	7.874750632896625e-05
比	0.00034707234270914755
z	0.0009274706300967136
丶	0.0005395662470688428
梅	0.0004637353150483568
瓶	7.291435771200578e-05
8	0.006909364536789669
7	0.0039082095733635105
骚	9.624695217984764e-05
兆	5.2498337552644166e-05
范	0.0002216596474444976
忠	0.00025665853914626035
周	0.0008108076577575044
素	0.0002245762217529778
琼	0.00017207788420033366
熊	0.0006445629221741311
幸	0.0006999778340352555
运	0.001157880000466652
星	0.0020328522930107215
元	0.000603730881855408
库	0.00021874307313601735
Q	0.0005395662470688428
愁	5.2498337552644166e-05
禁	0.000554149118611244
粮	6.999778340352555e-05
！	0.0020357688673192016
梦	0.0016857799503015739
处	0.00012541269526464995
清	0.0009187209071712729
是	0.001537034660569082
4	0.003438641109698193
昊	0.0001020801007968081
🎖	1.4582871542401157e-05
玲	0.0007495595972794195
隐	4.083204031872324e-05
世	0.0015166186404097204
燕	0.0006883115368013347
b	0.0015778667008878053
何	0.0005453993956858033
以	0.0006562292194080521
黑	0.0012920424186567425
魂	0.0001108298237222488
出	0.0005803982873875661
T	0.0009595529474899962
锤	2.9165743084802315e-05
邦	9.041380356288717e-05
娱	0.001172462872009053
执	0.0001487452897324918
着	0.0002216596474444976
博	0.0009187209071712729
道	0.000641646347865651
轩	0.0003354060454752266
罗	0.0007087275569606962
霞	0.00034707234270914755
🍀	0.00018082760712577435
糖	0.0004083204031872324
果	0.0010149678593511205
🥀	2.9165743084802314e-06
🥒	2.9165743084802314e-06
🍉	9.041380356288717e-05
🍊	2.333259446784185e-05
钟	0.00022749279606145805
波	0.0007787253403642218
啊	0.0017499445850881388
四	0.0007758087660557415
聯	8.749722925440694e-06
盟	0.00029165743084802313
～	0.0005249833755264417
友	0.0007874750632896625
f	0.0007466430229709392
u	0.0022895108321569816
支	0.001271626398497381
安	0.001222044635253217
然	0.0005599822672282044
🐂	0.000277074559305622
鞭	1.4582871542401157e-05
员	0.00045790216643139633
字	0.0002858242822310627
串	2.6249168776322083e-05
游	0.000527899949834922
浮	0.00013707899249857088
s	0.003039070429436401
N	0.0006883115368013347
聚	0.0005133170782925207
鲸	2.333259446784185e-05
鱼	0.001157880000466652
贷	4.9581763244163934e-05
盛	0.0011257976830733693
物	0.0007116441312691765
楚	0.0003266563225497859
君	0.0006853949624928544
才	0.0004724850379737975
七	0.0007495595972794195
゛	3.791546601024301e-05
兰	0.0006445629221741311
基	0.00020707677590209645
尼	0.0006183137533978091
言	0.0006153971790893288
∴	2.9165743084802314e-06
吥	1.7499445850881388e-05
♡	2.333259446784185e-05
弃	7.583093202048601e-05
ε	8.749722925440694e-06
离	0.0002595751134547406
差	4.66651889356837e-05
S	0.001335791033283946
制	0.0007437264486624591
🏇	5.833148616960463e-06
美	0.0019132727463630319
力	0.0006503960707910917
泉	0.0001574950126579325
连	0.00034998891701762776
锁	8.166408063744648e-05
狼	0.0008778888668525497
袁	0.00010499667510528833
贝	0.0010907987913716065
锦	0.0003324894711667464
添	9.33303778713674e-05
尚	0.00043165299765507426
《	0.00021874307313601735
捕	8.458065494592671e-05
》	0.0002216596474444976
韓	5.833148616960463e-06
商	0.0007962247862151032
热	0.0001487452897324918
奔	0.00034707234270914755
放	0.0002683248363801813
M	0.0016332816127489296
官	0.00017791103281729413
卫	0.00014582871542401156
I	0.0005774817130790858
Y	0.0009362203530221543
佳	0.0008399734008423067
瑶	0.00019249390435969527
c	0.002213679900136496
征	0.0001224961209561697
诸	8.166408063744648e-05
昏	2.333259446784185e-05
🌍	8.749722925440694e-06
🇨	0.0002479088162208197
🇳	0.0002216596474444976
🇭	4.374861462720347e-05
🇰	1.7499445850881388e-05
🇲	1.4582871542401157e-05
🇴	1.1666297233920926e-05
壮	9.624695217984764e-05
浪	0.0006474794964826114
淘	0.00011957954664768949
沙	0.0005949811589299672
温	0.0002799911336141022
诚	0.0008603894210016682
女	0.0009566363731815159
爷	0.00138537279652811
®	4.374861462720347e-05
ʚ	1.1666297233920926e-05
ɞ	8.749722925440694e-06
°	0.00012832926957313017
若	0.0004462358691974754
如	0.0013037087158906634
初	0.0004462358691974754
见	0.00035582206563458826
G	0.0007612258945133404
🌹	0.0003354060454752266
缘	0.0004958176324416394
烟	0.0004870679095161987
鬼	0.00025665853914626035
祥	0.0005074839296755603
錢	2.041602015936162e-05
💰	0.0004258198490381138
绵	9.041380356288717e-05
园	0.0002683248363801813
仔	0.0011024650886055274
…	0.0006883115368013347
丽	0.0011957954664768948
柠	0.00012541269526464995
檬	0.00012832926957313017
钱	0.002114516373648168
夜	0.0012307943581786576
包	0.0017470280107796587
紫	0.00029165743084802313
枫	0.00034707234270914755
旺	0.0007116441312691765
呵	0.0005249833755264417
😊	0.00020707677590209645
狮	0.00015457843834945227
德	0.0006737286652589335
玛	0.0003733215114854696
西	0.0010762159198292054
好	0.0022020136029025747
联	0.0007699756174387811
.	0.004987342067501196
网	0.00043165299765507426
高	0.0008953883127034311
流	0.000565815415845165
久	0.0006708120909504532
注	0.00041998670042115333
销	0.0002887408565395429
报	0.00010499667510528833
奋	0.00038790438302787076
华	0.0022720113863061004
购	0.0003237397482413057
保	0.00031207345100738476
捷	0.00017499445850881388
技	0.000277074559305622
几	7.583093202048601e-05
🐷	0.00017207788420033366
枭	4.083204031872324e-05
交	0.00019832705297665574
易	0.0004987342067501195
姐	0.0012657932498804205
谢	0.0004724850379737975
明	0.002044518590244642
儿	0.0015836998495047656
💍	9.041380356288717e-05
雷	0.0004462358691974754
霆	2.9165743084802315e-05
从	0.0002508253905292999
界	0.0005395662470688428
过	0.0007466430229709392
英	0.0007962247862151032
v	0.0009041380356288718
、	0.00113454740599881
🚐	2.9165743084802314e-06
t	0.0014466208570061948
皇	0.001434954559772274
鹏	0.0006183137533978091
刷	2.9165743084802315e-05
币	0.0001108298237222488
快	0.0007816419146727021
位	5.54149118611244e-05
私	0.0005453993956858033
巅	6.708120909504532e-05
E	0.0005803982873875661
O	0.0007262270028115777
伊	0.00027124141068866155
康	0.00038207123441091033
斯	0.0007612258945133404
坦	4.374861462720347e-05
丁	0.00027124141068866155
杀	0.0007291435771200578
嘟	0.00020707677590209645
曲	6.999778340352555e-05
调	0.0002041602015936162
奥	0.00030915687669890455
靖	9.041380356288717e-05
状	3.791546601024301e-05
懿	2.6249168776322083e-05
♛	1.1666297233920926e-05
弓	2.041602015936162e-05
俊	0.0006387297735571707
風	6.708120909504532e-05
吹	0.00030624030239042433
起	0.0005337330984518824
廣	3.4998891701762775e-05
粤	0.0001224961209561697
朵	0.00029165743084802313
身	0.00021582649882753713
文	0.0016711970787591727
日	0.0007728921917472614
为	0.0005191502269094812
迷	0.0004141535518041929
晓	0.001274542972805861
截	6.124806047808485e-05
图	0.0003616552142515487
被	0.0003266563225497859
未	0.0003995706802617917
央	0.0001020801007968081
公	0.000717477279886137
馆	0.00017207788420033366
片	7.874750632896625e-05
箭	5.54149118611244e-05
伤	0.00027124141068866155
那	0.00039082095733635104
崇	6.416463478656509e-05
肖	0.0001866607557427348
皓	6.999778340352555e-05
浩	0.0007758087660557415
民	0.0002974905794649836
干	0.00020999335021057666
净	2.333259446784185e-05
码	0.0002595751134547406
兔	0.00034123919409218706
谷	0.0001662447355833732
祸	1.4582871542401157e-05
乱	0.00016916130989185342
九	0.0008924717383949508
朋	0.0002799911336141022
辉	0.00125996010126346
煌	0.0004374861462720347
丹	0.0003733215114854696
哆	9.624695217984764e-05
唻	1.1666297233920926e-05
咪	0.00025374196483778013
孟	0.0001224961209561697
源	0.00046956846366531726
滚	0.00022749279606145805
光	0.0014466208570061948
麒	0.00015166186404097203
麟	0.0001574950126579325
忘	0.0004462358691974754
伟	0.001426204836846833
萍	0.00023915909329537898
相	0.00038790438302787076
逢	5.833148616960463e-05
秀	0.0003791546601024301
异	0.0002945740051565034
常	0.0006008143075469277
無	3.208231739328254e-05
瑞	0.0003354060454752266
垂	1.4582871542401157e-05
某	0.00013707899249857088
柏	0.00019541047866817552
器	0.0001574950126579325
速	0.0004841513352077184
度	0.0003674883628685092
😎	3.791546601024301e-05
葛	0.00010791324941376856
婷	0.0007262270028115777
舒	4.66651889356837e-05
克	0.0006212303277062893
棍	3.208231739328254e-05
汉	0.00032957289685826613
奇	0.0007378933000454985
湿	3.4998891701762775e-05
胸	2.9165743084802315e-05
杨	0.0010528833253613636
开	0.001423288262538353
穿	4.9581763244163934e-05
梭	3.208231739328254e-05
空	0.001207461763710816
酋	2.041602015936162e-05
野	0.0003354060454752266
蛮	5.833148616960463e-05
州	0.00025374196483778013
市	0.0002887408565395429
仁	0.00019541047866817552
合	0.00031207345100738476
工	0.0002887408565395429
具	6.708120909504532e-05
凯	0.0005891480103130068
江	0.0010091347107341602
湖	0.000352905491326108
匪	9.041380356288717e-05
血	0.00016332816127489295
屠	4.083204031872324e-05
冲	0.00019249390435969527
锋	0.0005570656929197242
车	0.0009537197988730357
「	0.00010499667510528833
」	0.00010791324941376856
h	0.0023595086155605073
寿	6.708120909504532e-05
完	0.0001574950126579325
衰	1.4582871542401157e-05
独	0.0003966541059533115
孤	0.00030332372808194406
求	0.0001108298237222488
败	0.00012541269526464995
盖	7.291435771200578e-05
彬	0.000554149118611244
w	0.0011432971289242508
塔	0.00011374639803072903
平	0.00125996010126346
霸	0.0004870679095161987
气	0.0006153971790893288
⬆	0.0001866607557427348
👀	6.124806047808485e-05
💖	6.708120909504532e-05
晨	0.0005395662470688428
曦	0.00020999335021057666
在	0.0012803761214228216
中	0.0016916130989185342
弥	6.708120909504532e-05
陀	6.708120909504532e-05
正	0.0005045673553670801
刺	0.00013124584388161042
猥	1.7499445850881388e-05
样	0.0004724850379737975
折	4.083204031872324e-05
断	6.124806047808485e-05
第	0.00015457843834945227
管	0.0009128877585543125
理	0.0012045451894023356
🔱	0.0002216596474444976
凤	0.0005891480103130068
舞	0.00018957733005121505
步	0.00030040715377346384
菩	3.791546601024301e-05
树	0.00022749279606145805
叮	0.00012832926957313017
当	0.0003237397482413057
喇	1.1666297233920926e-05
叭	8.749722925440694e-06
靓	0.0001224961209561697
良	0.00038207123441091033
闹	0.00013124584388161042
够	6.124806047808485e-05
Ⅰ	2.9165743084802314e-06
﹒	2.9165743084802314e-06
﹎	5.833148616960463e-06
灵	0.0003645717885600289
飘	0.00023332594467841852
渺	1.7499445850881388e-05
🙈	8.166408063744648e-05
尤	5.2498337552644166e-05
其	0.00021874307313601735
伍	7.874750632896625e-05
前	0.00034123919409218706
汐	3.208231739328254e-05
蓝	0.0006824783881843741
恩	0.00023040937036993827
孩	0.00026540826207170106
区	9.33303778713674e-05
匹	9.041380356288717e-05
族	0.00022749279606145805
特	0.0005687319901536451
种	7.874750632896625e-05
部	0.0005862314360045265
队	0.0002887408565395429
仙	0.00040248725457027196
杞	5.833148616960463e-06
许	0.00047540161228227775
焕	0.00011666297233920926
港	0.0002449922419123394
睡	6.416463478656509e-05
觉	0.00021582649882753713
😪	5.833148616960463e-06
之	0.0009712192447239171
诺	0.0004054038288787522
科	0.00039373753164483126
沃	4.083204031872324e-05
寻	0.0001020801007968081
满	0.0003237397482413057
沉	0.00021874307313601735
银	0.0008020579348320637
胖	0.00047831818659075796
戴	0.00010499667510528833
宇	0.000641646347865651
吖	0.00013416241819009064
潇	0.00027415798499714176
🎇	2.6249168776322083e-05
禄	7.583093202048601e-05
🎗	5.54149118611244e-05
爆	0.00023624251898689874
逼	0.00026540826207170106
孝	8.166408063744648e-05
想	0.0007378933000454985
个	0.0009420535016391148
里	0.0008953883127034311
他	0.00018082760712577435
希	0.00031790659962434525
望	0.0003616552142515487
城	0.001449537431314675
军	0.0007466430229709392
氏	6.999778340352555e-05
品	0.00038498780871939055
赛	0.00029165743084802313
揽	2.041602015936162e-05
极	0.0004491524435059556
曼	0.00022749279606145805
😂	5.54149118611244e-05
河	0.0004899844838246788
密	0.00011957954664768949
➕	0.0001108298237222488
说	0.0003208231739328255
都	0.0005395662470688428
泪	0.00011957954664768949
💎	0.00030040715377346384
精	0.0003208231739328255
武	0.0004987342067501195
☘	2.333259446784185e-05
镇	0.00016916130989185342
♈	1.7499445850881388e-05
领	0.00019832705297665574
域	4.9581763244163934e-05
就	0.000705810982652216
这	0.0005337330984518824
吧	0.00034998891701762776
农	0.00021582649882753713
户	0.0002449922419123394
口	0.00020999335021057666
!	0.0001108298237222488
酬	5.833148616960463e-05
勤	0.0001662447355833732
旭	0.00023915909329537898
盗	0.00010499667510528833
场	0.00034998891701762776
阔	0.00014291214111553135
🐮	8.749722925440694e-05
洋	0.000793308211906623
q	0.0004929010581331591
谓	6.708120909504532e-05
殿	6.708120909504532e-05
额	0.0001020801007968081
系	0.0003966541059533115
线	0.0003966541059533115
客	0.0006328966249402102
服	0.0006387297735571707
哦	0.00040248725457027196
緑	2.9165743084802314e-06
聊	0.0003791546601024301
酱	8.166408063744648e-05
菲	0.00043165299765507426
坊	0.00013124584388161042
➰	1.1666297233920926e-05
璐	0.00011957954664768949
樱	0.0001020801007968081
桃	0.00034998891701762776
没	0.0005045673553670801
丸	9.916352648832787e-05
X	0.0005949811589299672
U	0.00030332372808194406
走	0.00034415576840066733
兴	0.0006708120909504532
随	0.0007028944083437358
茫	9.33303778713674e-05
少	0.0016478644842913307
酷	0.0002245762217529778
醉	0.00039373753164483126
传	0.0004549855921229161
健	0.00031207345100738476
锅	0.00015457843834945227
低	0.00013416241819009064
吻	7.291435771200578e-05
再	0.00047540161228227775
又	0.00011374639803072903
鳖	1.7499445850881388e-05
简	0.00035582206563458826
单	0.0005599822672282044
栈	4.374861462720347e-05
台	0.00023040937036993827
毛	0.0005308165241434021
鼎	0.00046665188935683704
莹	0.00017791103281729413
楊	8.749722925440694e-06
落	0.0004724850379737975
甘	3.4998891701762775e-05
会	0.0012541269526464996
横	6.708120909504532e-05
直	0.00018082760712577435
撞	2.333259446784185e-05
宗	0.0001399955668070511
吚	2.9165743084802314e-06
啦	0.0009041380356288718
期	0.00016041158696641274
零	0.0002945740051565034
༊	3.4998891701762775e-05
྄	4.374861462720347e-05
ཻ	9.624695217984764e-05
Ᏼ	3.4998891701762775e-05
࿆	0.00038207123441091033
Ꮻ	3.4998891701762775e-05
Ꭶ	3.4998891701762775e-05
Ꮥ	3.4998891701762775e-05
࿐	0.00013707899249857088
黎	0.0001399955668070511
刚	0.0003354060454752266
击	6.124806047808485e-05
点	0.0009245540557882334
诗	0.0002420756676038592
盈	0.0002479088162208197
黃	2.041602015936162e-05
詩	5.833148616960463e-06
总	0.0008370568265338264
后	0.0005774817130790858
奈	0.00014582871542401156
昙	5.833148616960463e-06
现	0.00023332594467841852
徒	4.374861462720347e-05
淇	7.583093202048601e-05
事	0.0007437264486624591
齐	0.0001020801007968081
勇	0.0007320601514285381
铭	0.0002041602015936162
芳	0.0005483159699942835
徐	0.00038498780871939055
荣	0.0009128877585543125
魔	0.0003995706802617917
术	7.583093202048601e-05
涂	0.0001837441814342546
倾	0.00013124584388161042
听	0.0001574950126579325
🍃	0.00013124584388161042
兄	0.0002858242822310627
弟	0.0005074839296755603
操	9.33303778713674e-05
盘	9.916352648832787e-05
呆	0.00014582871542401156
巧	0.00011957954664768949
淡	0.0006649789423334928
古	0.00034123919409218706
惑	8.166408063744648e-05
朗	4.083204031872324e-05
外	0.00025374196483778013
与	0.0003208231739328255
尽	5.54149118611244e-05
卖	0.00015457843834945227
威	0.0006212303277062893
善	0.0002449922419123394
楠	0.0001662447355833732
杯	0.0001224961209561697
琪	0.0004054038288787522
🍹	5.833148616960463e-06
凉	0.0002974905794649836
🍰	2.9165743084802314e-06
妞	0.0007495595972794195
余	0.00033832261978370684
悸	2.9165743084802314e-06
鹤	6.999778340352555e-05
暖	0.0002479088162208197
蚂	0.00011374639803072903
蚁	0.00011957954664768949
董	0.00023040937036993827
坤	0.0002449922419123394
竹	9.33303778713674e-05
🐯	0.00017791103281729413
录	3.791546601024301e-05
潮	0.00023915909329537898
卡	0.0006766452395674137
松	0.00030915687669890455
莲	0.00013416241819009064
悲	4.374861462720347e-05
剧	4.9581763244163934e-05
'	0.00014291214111553135
ゞ	5.54149118611244e-05
 	8.749722925440694e-06
🌸	0.000352905491326108
豪	0.0014699534514740367
万	0.0010091347107341602
禧	5.833148616960463e-05
🎆	3.4998891701762775e-05
💥	0.0002216596474444976
🐻	0.00014582871542401156
洲	0.00030040715377346384
厨	4.66651889356837e-05
师	0.00031207345100738476
扁	5.54149118611244e-05
拜	0.0001020801007968081
弹	8.458065494592671e-05
F	0.0007116441312691765
套	6.416463478656509e-05
近	4.66651889356837e-05
乎	4.083204031872324e-05
学	0.0003733215114854696
艇	4.66651889356837e-05
蔓	1.4582871542401157e-05
依	0.0003587386399430685
饰	0.0001108298237222488
火	0.0008253905292999055
燎	5.833148616960463e-06
原	0.0001662447355833732
💋	0.0005774817130790858
颜	0.0003266563225497859
🙃	8.749722925440694e-06
胡	0.0004520690178144359
萝	0.00010499667510528833
卜	6.999778340352555e-05
🥕	2.9165743084802314e-06
圆	0.00019541047866817552
桌	1.7499445850881388e-05
骑	0.00011374639803072903
💓	0.00016916130989185342
板	0.00012541269526464995
么	0.0006533126450995718
哒	0.0004491524435059556
💫	0.00010499667510528833
丫	0.00043165299765507426
硬	7.291435771200578e-05
弱	8.749722925440694e-06
千	0.0003674883628685092
😘	0.0001662447355833732
次	0.0001399955668070511
灯	0.00012832926957313017
监	4.374861462720347e-05
劳	6.708120909504532e-05
资	9.041380356288717e-05
优	0.0001574950126579325
浅	0.0002129099245190569
⅛	2.9165743084802314e-06
跑	0.00025374196483778013
班	0.0005395662470688428
漂	0.00014291214111553135
佐	5.833148616960463e-05
²	2.041602015936162e-05
⁰	1.4582871542401157e-05
¹	3.208231739328254e-05
⁷	1.4582871542401157e-05
奚	3.791546601024301e-05
炸	0.00010791324941376856
街	0.00011957954664768949
妍	0.00010499667510528833
浙	0.00010791324941376856
·	0.00013124584388161042
梓	4.374861462720347e-05
娜	0.000565815415845165
👼	3.4998891701762775e-05
铺	8.749722925440694e-05
灰	0.00030332372808194406
欢	0.00062998005063173
涛	0.0007524761715878997
声	0.0002041602015936162
旧	0.0002216596474444976
暴	0.00012832926957313017
意	0.000641646347865651
猜	0.00012832926957313017
谁	0.00026540826207170106
恒	0.0006562292194080521
律	6.416463478656509e-05
定	0.00042873642334659404
苹	0.00016332816127489295
姜	0.00013416241819009064
立	0.00031790659962434525
拼	0.0001399955668070511
叉	4.374861462720347e-05
亮	0.000717477279886137
忧	0.00016916130989185342
郁	5.833148616960463e-05
👏	2.333259446784185e-05
田	0.0002508253905292999
辰	0.0002245762217529778
邓	0.00017791103281729413
雨	0.0010937153656800868
拿	0.00019249390435969527
刀	0.00026249168776322084
砍	2.041602015936162e-05
~	0.0003266563225497859
杭	6.124806047808485e-05
色	0.0005687319901536451
菇	0.0001108298237222488
爵	0.00016916130989185342
末	0.00012541269526464995
